kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_count
2433.04,CANDIDATE,27.904051100,4.0180000e-04,-4.0180000e-04,2.19,7.700e-01,-2.500e-01,7
4280.01,FALSE POSITIVE,1.397725450,1.3210000e-05,-1.3210000e-05,1.58,4.900e-01,-2.200e-01,1
2505.02,FALSE POSITIVE,12.424669700,2.9410000e-04,-2.9410000e-04,168.91,8.095e+01,-4.717e+01,2
4281.01,FALSE POSITIVE,383.008060000,1.3540000e-02,-1.3540000e-02,2.20,7.300e-01,-1.700e-01,1
4282.01,FALSE POSITIVE,0.847588864,3.3340000e-06,-3.3340000e-06,0.91,2.900e-01,-1.000e-01,1
4283.01,FALSE POSITIVE,331.815340000,3.4220000e-02,-3.4220000e-02,1.84,6.700e-01,-1.600e-01,1
4350.01,FALSE POSITIVE,1.756493460,1.7190000e-05,-1.7190000e-05,1.62,2.800e-01,-8.400e-01,1
4351.01,CANDIDATE,0.644322147,2.8200000e-07,-2.8200000e-07,24.39,2.480e+00,-1.630e+00,1
4352.01,FALSE POSITIVE,1.891250100,2.8430000e-05,-2.8430000e-05,23.50,1.650e+00,-2.490e+00,1
4353.01,CANDIDATE,17.807565600,8.3240000e-04,-8.3240000e-04,3.92,1.200e+00,-5.100e-01,1
4354.01,FALSE POSITIVE,0.996023763,6.7670000e-06,-6.7670000e-06,18.36,5.970e+00,-2.560e+00,1
4355.01,FALSE POSITIVE,36.616669000,4.2200000e-03,-4.2200000e-03,1.68,0.000e+00,0.000e+00,5
4418.01,CANDIDATE,333.038420000,1.0640000e-02,-1.0640000e-02,3.19,1.160e+00,-2.600e-01,1
2949.02,CANDIDATE,3.750304690,4.4170000e-05,-4.4170000e-05,0.87,1.400e-01,-1.600e-01,2
4419.01,CANDIDATE,0.259819659,4.0400000e-07,-4.0400000e-07,1.22,8.000e-02,-8.000e-02,1
4420.01,FALSE POSITIVE,0.566795467,4.4980000e-06,-4.4980000e-06,0.67,1.900e-01,-1.300e-01,1
4421.01,CANDIDATE,4.726931310,7.1160000e-05,-7.1160000e-05,0.61,1.200e-01,-8.000e-02,2
4212.02,CANDIDATE,10.098963400,1.1710000e-04,-1.1710000e-04,1.03,1.800e-01,-1.600e-01,2
4213.01,FALSE POSITIVE,3.675153290,4.6170000e-05,-4.6170000e-05,0.71,9.000e-02,-4.000e-02,1
4214.01,FALSE POSITIVE,0.715825886,3.4350000e-06,-3.4350000e-06,0.58,1.500e-01,-7.000e-02,1
4215.01,CONFIRMED,26.548729400,3.5560000e-04,-3.5560000e-04,2.54,9.900e-01,-1.600e+00,1
4216.01,FALSE POSITIVE,0.492291661,3.5100000e-07,-3.5100000e-07,3.42,3.400e-01,-3.400e-01,1
7654.01,FALSE POSITIVE,1.691193500,5.8710000e-04,-5.8710000e-04,6.36,0.000e+00,0.000e+00,1
4284.01,FALSE POSITIVE,2.428035030,4.1900000e-05,-4.1900000e-05,0.85,2.400e-01,-7.000e-02,1
4285.01,FALSE POSITIVE,372.948440000,1.7160000e-02,-1.7160000e-02,1.34,5.800e-01,-1.100e-01,1
4286.01,FALSE POSITIVE,0.787120016,1.7910000e-06,-1.7910000e-06,23.81,2.810e+00,-3.120e+00,1
4287.01,CANDIDATE,13.122972750,9.2920000e-05,-9.2920000e-05,1.29,2.200e-01,-2.800e-01,2
4288.01,CONFIRMED,6.283840790,4.8810000e-05,-4.8810000e-05,0.73,1.200e-01,-1.100e-01,4
4355.02,FALSE POSITIVE,21.131609000,1.1350000e-03,-1.1350000e-03,0.94,0.000e+00,0.000e+00,5
4355.03,FALSE POSITIVE,81.675841000,6.9750000e-03,-6.9750000e-03,1.31,0.000e+00,0.000e+00,5
4355.04,FALSE POSITIVE,28.546357400,6.6490000e-04,-6.6490000e-04,1.35,0.000e+00,0.000e+00,5
2590.02,CANDIDATE,22.790923300,2.7830000e-04,-2.7830000e-04,1.38,2.500e-01,-3.000e-01,2
4355.05,FALSE POSITIVE,72.563291000,1.6410000e-03,-1.6410000e-03,1.99,0.000e+00,0.000e+00,5
4356.01,CONFIRMED,174.510276000,2.1480000e-03,-2.1480000e-03,1.74,1.400e-01,-2.000e-01,1
4357.01,CANDIDATE,0.681180633,1.6550000e-06,-1.6550000e-06,2.97,7.800e-01,-2.600e-01,1
4422.01,FALSE POSITIVE,15.705388000,2.5950000e-04,-2.5950000e-04,3.30,2.060e+00,-5.400e-01,2
4423.01,FALSE POSITIVE,7.652707460,6.5440000e-05,-6.5440000e-05,3.21,9.700e-01,-3.200e-01,1
4424.01,CONFIRMED,2.271649520,2.1050000e-05,-2.1050000e-05,0.97,3.300e-01,-1.100e-01,1
4425.01,FALSE POSITIVE,3.848357420,3.3110000e-05,-3.3110000e-05,0.77,2.100e-01,-6.000e-02,1
4426.01,CANDIDATE,369.132360000,2.6490000e-02,-2.6490000e-02,2.14,1.130e+00,-5.500e-01,1
4217.01,FALSE POSITIVE,1.038896100,1.1430000e-05,-1.1430000e-05,114.10,8.712e+01,-1.668e+01,1
4218.01,FALSE POSITIVE,293.768870000,1.4130000e-02,-1.4130000e-02,1.97,8.600e-01,-1.700e-01,1
4219.01,FALSE POSITIVE,1.878853270,2.1880000e-05,-2.1880000e-05,0.97,2.900e-01,-9.000e-02,1
4220.01,FALSE POSITIVE,0.785473311,8.8400000e-07,-8.8400000e-07,1.61,3.000e-01,-2.200e-01,1
4221.01,FALSE POSITIVE,5.243898200,1.0180000e-04,-1.0180000e-04,1.24,3.600e-01,-1.600e-01,1
4288.02,CANDIDATE,9.087452060,8.1940000e-05,-8.1940000e-05,0.73,1.200e-01,-1.100e-01,4
4289.01,FALSE POSITIVE,441.877824000,7.1770000e-03,-7.1770000e-03,39.55,3.360e+00,-3.920e+00,1
7655.01,FALSE POSITIVE,2.976150400,1.3450000e-04,-1.3450000e-04,1.02,4.000e-02,-9.000e-02,1
2529.02,CONFIRMED,64.001966900,6.2150000e-04,-6.2150000e-04,2.48,1.200e-01,-1.100e-01,2
4290.01,CONFIRMED,4.838094690,8.7970000e-05,-8.7970000e-05,0.79,1.200e-01,-1.200e-01,1
4291.01,FALSE POSITIVE,361.914360000,5.1010000e-02,-5.1010000e-02,1.84,7.600e-01,-2.900e-01,1
4292.01,CONFIRMED,9.328191200,1.0210000e-04,-1.0210000e-04,0.59,9.000e-02,-3.000e-02,1
4358.01,CANDIDATE,106.957467000,2.1690000e-03,-2.1690000e-03,2.40,7.500e-01,-2.400e-01,1
4359.01,FALSE POSITIVE,0.629001455,4.5700000e-06,-4.5700000e-06,0.81,1.700e-01,-2.400e-01,1
4360.01,CONFIRMED,2.716036640,1.4050000e-05,-1.4050000e-05,1.05,1.400e-01,-6.000e-02,1
4361.01,CANDIDATE,75.878134400,3.5490000e-04,-3.5490000e-04,3.39,9.100e-01,-4.900e-01,1
4362.01,FALSE POSITIVE,374.590030000,8.5950000e-02,-8.5950000e-02,1.34,5.500e-01,-1.400e-01,1
4427.01,CANDIDATE,147.661729000,1.5010000e-03,-1.5010000e-03,1.59,1.200e-01,-1.400e-01,1
4428.01,CANDIDATE,13.002917160,7.4810000e-05,-7.4810000e-05,1.28,3.500e-01,-1.100e-01,1
7665.01,FALSE POSITIVE,319.306330000,1.5710000e-02,-1.5710000e-02,1.26,4.300e-01,-1.400e-01,1
2972.02,CANDIDATE,42.029229800,8.2460000e-04,-8.2460000e-04,2.33,3.800e-01,-3.100e-01,2
4429.01,FALSE POSITIVE,1.752540870,1.9320000e-05,-1.9320000e-05,1.41,4.500e-01,-5.600e-01,1
4430.01,CANDIDATE,0.505111993,7.1100000e-07,-7.1100000e-07,1.58,2.400e-01,-1.400e-01,1
2433.05,FALSE POSITIVE,0.646745436,3.0910000e-06,-3.0910000e-06,1.49,5.200e-01,-1.700e-01,7
4222.01,CONFIRMED,3.385574450,1.8740000e-05,-1.8740000e-05,1.63,4.200e-01,-6.400e-01,1
4223.01,FALSE POSITIVE,2.754024000,5.9670000e-04,-5.9670000e-04,1.68,9.600e-01,-2.400e-01,1
4224.01,FALSE POSITIVE,1.975208831,8.2340000e-06,-8.2340000e-06,1.59,2.400e-01,-3.500e-01,1
4225.01,FALSE POSITIVE,0.960843605,3.6990000e-06,-3.6990000e-06,19.15,5.400e+00,-2.690e+00,1
4293.01,FALSE POSITIVE,4.206109000,1.0940000e-04,-1.0940000e-04,0.91,1.700e-01,-1.000e-01,1
4294.01,FALSE POSITIVE,0.962590772,4.6300000e-07,-4.6300000e-07,31.51,1.018e+01,-4.060e+00,1
4295.01,CONFIRMED,13.399755500,1.2080000e-04,-1.2080000e-04,1.51,4.600e-01,-1.800e-01,1
4296.01,CANDIDATE,2.493853480,1.1810000e-05,-1.1810000e-05,0.59,6.000e-02,-5.000e-02,1
7656.01,FALSE POSITIVE,0.776950288,2.0280000e-06,-2.0280000e-06,1.72,5.200e-01,-1.700e-01,1
4297.01,FALSE POSITIVE,5.937256280,6.0840000e-05,-6.0840000e-05,0.86,1.300e-01,-1.200e-01,1
4363.01,CANDIDATE,18.222117680,8.4040000e-05,-8.4040000e-05,7.45,1.990e+00,-1.220e+00,1
4364.01,CONFIRMED,4.563836970,4.5820000e-05,-4.5820000e-05,1.22,2.400e-01,-1.300e-01,1
2722.05,CANDIDATE,16.534002200,2.4260000e-04,-2.4260000e-04,1.17,2.000e-01,-1.900e-01,5
4365.01,FALSE POSITIVE,55.119831000,6.7190000e-03,-6.7190000e-03,1.68,9.600e-01,-4.400e-01,3
4365.02,FALSE POSITIVE,25.641611700,7.7990000e-04,-7.7990000e-04,1.76,1.000e+00,-4.700e-01,3
4439.01,FALSE POSITIVE,1.332584550,3.2280000e-05,-3.2280000e-05,15.89,4.760e+00,-1.710e+00,1
4440.01,FALSE POSITIVE,350.810290000,2.3370000e-02,-2.3370000e-02,2.86,1.650e+00,-4.800e-01,1
4441.01,CONFIRMED,0.341842017,2.2800000e-07,-2.2800000e-07,1.72,2.000e-01,-1.400e-01,1
4442.01,CANDIDATE,13.948219700,2.3000000e-04,-2.3000000e-04,2.53,4.200e-01,-7.800e-01,1
4443.01,CANDIDATE,5.675779990,5.4450000e-05,-5.4450000e-05,1.22,3.900e-01,-2.400e-01,1
7666.01,FALSE POSITIVE,0.570953851,3.4290000e-06,-3.4290000e-06,1.01,3.300e-01,-1.200e-01,1
4226.01,CANDIDATE,49.564693000,8.2380000e-04,-8.2380000e-04,1.63,3.000e-01,-3.000e-01,1
4227.01,FALSE POSITIVE,4.292582580,3.6770000e-05,-3.6770000e-05,1.87,5.600e-01,-1.800e-01,1
4228.01,FALSE POSITIVE,0.960842633,4.4000000e-07,-4.4000000e-07,67.53,2.093e+01,-1.396e+01,1
4229.01,FALSE POSITIVE,14.589392800,,,,,,1
4230.01,CONFIRMED,5.495485330,2.6750000e-05,-2.6750000e-05,1.30,3.600e-01,-3.600e-01,1
4298.01,CANDIDATE,2.894947090,2.2510000e-05,-2.2510000e-05,1.16,3.400e-01,-2.800e-01,2
4299.01,FALSE POSITIVE,0.980505042,9.3800000e-07,-9.3800000e-07,26.35,7.740e+00,-4.750e+00,1
2541.02,CONFIRMED,20.485389300,3.1650000e-04,-3.1650000e-04,3.60,6.700e-01,-6.000e-01,2
4300.01,CONFIRMED,3.582738370,2.3150000e-05,-2.3150000e-05,1.64,3.700e-01,-1.600e-01,1
4301.01,CONFIRMED,15.604841000,1.3340000e-04,-1.3340000e-04,1.57,3.200e-01,-4.800e-01,2
4365.03,FALSE POSITIVE,75.681309000,3.8370000e-03,-3.8370000e-03,1.64,9.300e-01,-4.400e-01,3
4366.01,CANDIDATE,0.762950224,3.2930000e-06,-3.2930000e-06,1.00,1.800e-01,-8.000e-02,1
7657.01,FALSE POSITIVE,62.060783000,2.2150000e-03,-2.2150000e-03,2.11,5.000e-01,-1.700e-01,1
4367.01,CANDIDATE,170.995748000,1.2300000e-03,-1.2300000e-03,4.90,8.300e-01,-1.250e+00,1
4368.01,FALSE POSITIVE,12.425273500,4.7760000e-04,-4.7760000e-04,2.37,4.600e-01,-9.300e-01,2
4368.02,FALSE POSITIVE,39.282040500,5.3320000e-04,-5.3320000e-04,58.67,2.057e+01,-2.739e+01,2
4369.01,FALSE POSITIVE,361.545612490,,,,,,1
4431.01,CANDIDATE,19.565080100,1.7660000e-04,-1.7660000e-04,0.97,1.800e-01,-1.200e-01,2
4431.02,FALSE POSITIVE,355.799780000,1.2460000e-02,-1.2460000e-02,1.87,1.100e+00,-4.200e-01,2
4432.01,FALSE POSITIVE,410.993890000,3.2260000e-02,-3.2260000e-02,2.09,6.100e-01,-1.500e-01,1
4433.01,FALSE POSITIVE,2.178237520,2.2450000e-05,-2.2450000e-05,0.64,1.800e-01,-9.000e-02,1
4434.01,FALSE POSITIVE,1.404674486,9.3470000e-06,-9.3470000e-06,0.86,8.000e-02,-8.000e-02,1
4231.01,FALSE POSITIVE,24.909743600,5.8000000e-04,-5.8000000e-04,2.24,1.080e+00,-6.700e-01,1
2442.02,CONFIRMED,12.310135100,1.2920000e-04,-1.2920000e-04,1.51,7.000e-02,-1.100e-01,2
4232.01,CONFIRMED,2.615765150,1.6190000e-05,-1.6190000e-05,1.06,3.100e-01,-1.300e-01,1
4233.01,FALSE POSITIVE,409.245200000,1.1210000e-01,-1.1210000e-01,2.10,8.300e-01,-2.400e-01,1
4234.01,CONFIRMED,6.942452160,5.0420000e-05,-5.0420000e-05,1.34,4.200e-01,-1.400e-01,1
4302.01,CANDIDATE,5.533120060,7.1770000e-05,-7.1770000e-05,1.05,1.800e-01,-2.000e-01,1
4303.01,CANDIDATE,200.721168000,4.8080000e-03,-4.8080000e-03,3.32,5.300e-01,-5.800e-01,1
4304.01,CONFIRMED,9.406136400,1.2390000e-04,-1.2390000e-04,1.14,1.900e-01,-2.000e-01,1
4305.01,FALSE POSITIVE,0.935086665,4.0710000e-06,-4.0710000e-06,1.18,7.100e-01,-2.000e-01,1
4306.01,FALSE POSITIVE,1.489457454,9.9620000e-06,-9.9620000e-06,1.58,3.400e-01,-5.100e-01,1
4370.01,FALSE POSITIVE,1.181165291,3.8910000e-06,-3.8910000e-06,1.52,2.000e-01,-1.400e-01,1
4371.01,CONFIRMED,66.373298000,7.0090000e-04,-7.0090000e-04,1.99,6.400e-01,-2.100e-01,1
2732.02,CONFIRMED,13.611650240,8.4950000e-05,-8.4950000e-05,1.46,2.700e-01,-2.400e-01,4
4372.01,CONFIRMED,6.245646330,5.4360000e-05,-5.4360000e-05,1.06,1.200e-01,-7.000e-02,1
4373.01,FALSE POSITIVE,0.945829261,5.1760000e-06,-5.1760000e-06,0.86,2.100e-01,-7.000e-02,1
4435.01,CANDIDATE,10.861416300,1.6160000e-04,-1.6160000e-04,1.01,2.900e-01,-1.100e-01,2
4436.01,FALSE POSITIVE,0.973160836,4.3000000e-06,-4.3000000e-06,1.22,3.900e-01,-1.300e-01,1
4437.01,FALSE POSITIVE,4.059437490,2.5700000e-05,-2.5700000e-05,2.11,1.100e+00,-1.100e+00,1
3004.02,CANDIDATE,7.039651410,7.8360000e-05,-7.8360000e-05,2.72,4.600e-01,-5.600e-01,2
7662.01,CANDIDATE,4.725191640,6.8870000e-05,-6.8870000e-05,3.98,5.700e-01,-1.690e+00,1
4438.01,FALSE POSITIVE,6.399037780,3.3020000e-05,-3.3020000e-05,6.54,1.960e+00,-3.190e+00,1
4235.01,CANDIDATE,66.643456500,3.6880000e-04,-3.6880000e-04,2.99,6.200e-01,-3.800e-01,1
4236.01,FALSE POSITIVE,0.739761008,3.7910000e-06,-3.7910000e-06,9.67,1.390e+00,-1.380e+00,1
4237.01,FALSE POSITIVE,0.950735805,2.7890000e-06,-2.7890000e-06,1.39,4.600e-01,-1.600e-01,1
4238.01,FALSE POSITIVE,369.819993000,8.8950000e-03,-8.8950000e-03,4.25,8.580e+00,-3.700e-01,1
4239.01,FALSE POSITIVE,2.178159350,1.3830000e-05,-1.3830000e-05,1.22,4.100e-01,-1.400e-01,1
4307.01,CANDIDATE,160.850075000,3.7640000e-03,-3.7640000e-03,3.41,5.800e-01,-7.200e-01,1
4308.01,FALSE POSITIVE,0.720460644,3.4400000e-07,-3.4400000e-07,37.33,1.284e+01,-4.270e+00,1
4309.01,FALSE POSITIVE,3.794872100,2.4830000e-05,-2.4830000e-05,16.10,4.430e+00,-1.180e+00,1
0612.03,CONFIRMED,122.080495300,5.6770000e-04,-5.6770000e-04,2.92,2.000e-01,-1.500e-01,3
2563.02,CANDIDATE,6.261422700,1.0550000e-04,-1.0550000e-04,0.81,2.500e-01,-1.100e-01,2
4374.01,CANDIDATE,3.703867410,2.0250000e-05,-2.0250000e-05,0.86,1.700e-01,-7.000e-02,1
4375.01,FALSE POSITIVE,0.638437699,5.2500000e-07,-5.2500000e-07,2.48,2.400e-01,-1.400e-01,1
4376.01,FALSE POSITIVE,1.891285100,3.0840000e-05,-3.0840000e-05,19.96,1.640e+00,-1.640e+00,1
4377.01,CANDIDATE,19.875135500,2.8290000e-04,-2.8290000e-04,2.49,5.100e-01,-4.200e-01,1
4378.01,FALSE POSITIVE,343.420460000,4.6070000e-02,-4.6070000e-02,2.15,8.800e-01,-2.100e-01,1
7658.01,FALSE POSITIVE,3.471481640,8.2360000e-05,-8.2360000e-05,0.85,1.400e-01,-6.000e-02,1
4444.01,CONFIRMED,5.943734920,2.9900000e-05,-2.9900000e-05,1.14,6.000e-02,-1.000e-01,1
4445.01,FALSE POSITIVE,244.603730000,1.1500000e-02,-1.1500000e-02,2.10,3.300e-01,-1.500e-01,1
4446.01,CONFIRMED,85.756791900,5.9650000e-04,-5.9650000e-04,2.99,8.300e-01,-4.500e-01,1
4447.01,CONFIRMED,2.186601880,1.0560000e-05,-1.0560000e-05,0.98,8.000e-02,-1.000e-01,1
3043.02,CANDIDATE,7.292989100,1.7350000e-04,-1.7350000e-04,0.73,2.500e-01,-6.000e-02,2
4240.01,FALSE POSITIVE,3.133935600,2.0050000e-05,-2.0050000e-05,1.58,5.400e-01,-1.700e-01,1
4241.01,CONFIRMED,2.553150310,1.2400000e-05,-1.2400000e-05,1.25,3.400e-01,-1.200e-01,1
2458.02,CONFIRMED,2.936587946,9.2020000e-06,-9.2020000e-06,1.77,4.100e-01,-2.800e-01,2
4242.01,CANDIDATE,145.786556000,2.4170000e-03,-2.4170000e-03,1.82,2.400e-01,-1.500e-01,1
4243.01,FALSE POSITIVE,1.332542120,2.1390000e-05,-2.1390000e-05,1.45,3.400e-01,-6.300e-01,1
4310.01,CONFIRMED,10.776994400,1.2090000e-04,-1.2090000e-04,1.15,2.500e-01,-1.700e-01,1
7668.01,CANDIDATE,2.509334400,4.1450000e-05,-4.1450000e-05,1.47,4.500e-01,-1.900e-01,1
4311.01,FALSE POSITIVE,0.918921494,1.7890000e-06,-1.7890000e-06,1.49,4.000e-01,-1.300e-01,1
4312.01,CONFIRMED,7.849318770,7.5560000e-05,-7.5560000e-05,0.81,1.200e-01,-1.100e-01,1
4313.01,FALSE POSITIVE,67.712598800,2.9400000e-04,-2.9400000e-04,82.63,3.503e+01,-6.630e+00,1
4314.01,FALSE POSITIVE,12.428557600,3.2030000e-04,-3.2030000e-04,2.22,4.400e-01,-1.800e-01,1
4379.01,FALSE POSITIVE,1.275511306,9.5490000e-06,-9.5490000e-06,0.84,2.600e-01,-1.200e-01,1
4380.01,FALSE POSITIVE,5.781599560,4.5220000e-05,-4.5220000e-05,1.70,5.100e-01,-5.600e-01,1
4381.01,FALSE POSITIVE,8.480501900,2.1200000e-04,-2.1200000e-04,1.26,1.800e-01,-1.300e-01,1
2732.04,CANDIDATE,24.560710700,3.7530000e-04,-3.7530000e-04,1.13,2.000e-01,-1.900e-01,4
4382.01,CONFIRMED,2.946489350,2.5140000e-05,-2.5140000e-05,0.89,2.500e-01,-1.000e-01,2
4173.01,FALSE POSITIVE,1.227986164,6.3580000e-06,-6.3580000e-06,1.17,3.100e-01,-1.700e-01,1
4174.01,FALSE POSITIVE,2.115488830,2.1420000e-05,-2.1420000e-05,1.29,4.000e-01,-1.300e-01,1
7659.01,FALSE POSITIVE,358.962470000,3.6240000e-02,-3.6240000e-02,2.37,7.200e-01,-2.300e-01,1
4175.01,FALSE POSITIVE,2.178151960,1.3830000e-05,-1.3830000e-05,1.09,1.700e-01,-8.000e-02,1
4176.01,FALSE POSITIVE,342.315407000,8.9320000e-03,-8.9320000e-03,3.15,1.520e+00,-4.200e-01,1
4177.01,FALSE POSITIVE,1.089077224,7.9550000e-06,-7.9550000e-06,1.00,1.100e-01,-8.000e-02,1
4244.01,FALSE POSITIVE,1.288066288,1.1250000e-06,-1.1250000e-06,34.84,3.060e+00,-2.720e+00,1
4245.01,CANDIDATE,24.668383100,3.5080000e-04,-3.5080000e-04,1.76,3.000e-01,-3.700e-01,1
7663.01,FALSE POSITIVE,2.318942840,4.5490000e-05,-4.5490000e-05,0.87,0.000e+00,0.000e+00,1
4246.01,CONFIRMED,6.984721430,6.1640000e-05,-6.1640000e-05,1.19,3.400e-01,-2.600e-01,2
4247.01,CANDIDATE,349.410470000,2.5890000e-02,-2.5890000e-02,2.41,7.500e-01,-1.900e-01,1
4248.01,FALSE POSITIVE,0.562563871,2.2320000e-06,-2.2320000e-06,0.69,2.200e-01,-8.000e-02,1
4315.01,FALSE POSITIVE,0.933734580,7.5670000e-06,-7.5670000e-06,0.93,1.800e-01,-7.000e-02,1
4316.01,FALSE POSITIVE,1.332519480,2.0170000e-05,-2.0170000e-05,1.64,4.800e-01,-2.600e-01,1
4317.01,FALSE POSITIVE,168.846630000,1.0830000e-02,-1.0830000e-02,1.45,5.900e-01,-1.300e-01,1
4318.01,CANDIDATE,14.816292500,2.6310000e-04,-2.6310000e-04,1.57,2.500e-01,-2.100e-01,1
4319.01,FALSE POSITIVE,160.412202200,9.9730000e-04,-9.9730000e-04,4.45,6.600e-01,-3.400e-01,1
4382.02,CANDIDATE,3.981670880,5.2620000e-05,-5.2620000e-05,0.79,3.800e-01,-9.000e-02,2
4383.01,CONFIRMED,4.341953120,3.5500000e-05,-3.5500000e-05,0.94,3.000e-01,-1.300e-01,2
4384.01,CONFIRMED,122.358116000,4.2020000e-03,-4.2020000e-03,2.15,6.100e-01,-4.100e-01,1
4385.01,CONFIRMED,7.298142000,5.4230000e-05,-5.4230000e-05,1.60,9.000e-02,-1.000e-01,3
4386.01,CONFIRMED,18.501089800,1.5570000e-04,-1.5570000e-04,1.62,2.400e-01,-1.400e-01,1
4178.01,CANDIDATE,7.016016000,6.2950000e-03,-6.2950000e-03,1.72,5.000e-01,-2.200e-01,1
4179.01,FALSE POSITIVE,0.569961046,2.1940000e-06,-2.1940000e-06,1.04,2.600e-01,-3.800e-01,1
0566.03,CANDIDATE,42.068554000,1.0610000e-03,-1.0610000e-03,1.32,4.100e-01,-1.400e-01,3
4180.01,FALSE POSITIVE,1.121634781,3.9690000e-06,-3.9690000e-06,0.60,3.000e-02,-4.000e-02,1
4181.01,FALSE POSITIVE,1.332569790,1.3150000e-05,-1.3150000e-05,0.97,3.000e-01,-1.000e-01,2
4182.01,FALSE POSITIVE,0.536650896,5.7500000e-07,-5.7500000e-07,18.45,4.900e+00,-2.090e+00,1
4249.01,FALSE POSITIVE,397.736990000,1.1170000e-02,-1.1170000e-02,3.05,4.000e-01,-3.600e-01,1
4250.01,FALSE POSITIVE,2.178186990,1.5270000e-05,-1.5270000e-05,1.03,2.700e-01,-1.600e-01,1
4251.01,CANDIDATE,6.239683920,2.4420000e-05,-2.4420000e-05,1.55,4.100e-01,-3.000e-01,1
2485.02,CONFIRMED,3.600828550,1.7250000e-05,-1.7250000e-05,1.36,4.000e-02,-9.000e-02,3
4252.01,CONFIRMED,15.571412100,1.0770000e-04,-1.0770000e-04,0.72,5.000e-02,-4.000e-02,1
2579.02,CANDIDATE,3.596450810,3.6440000e-05,-3.6440000e-05,1.66,2.900e-01,-2.300e-01,3
4320.01,CONFIRMED,20.657944300,3.5090000e-04,-3.5090000e-04,1.27,2.300e-01,-2.900e-01,1
4321.01,FALSE POSITIVE,0.760941405,4.1380000e-06,-4.1380000e-06,1.18,2.700e-01,-1.100e-01,1
7669.01,FALSE POSITIVE,137.665706000,1.8250000e-03,-1.8250000e-03,15.41,1.060e+00,-2.480e+00,1
4322.01,FALSE POSITIVE,370.902370000,1.1500000e-02,-1.1500000e-02,1.97,8.000e-01,-1.500e-01,2
4322.02,FALSE POSITIVE,321.550870000,1.4610000e-02,-1.4610000e-02,1.68,6.900e-01,-1.200e-01,2
4387.01,FALSE POSITIVE,1.540389140,1.4980000e-05,-1.4980000e-05,0.84,2.400e-01,-1.300e-01,1
4388.01,FALSE POSITIVE,71.762363020,4.5890000e-05,-4.5890000e-05,25.76,7.210e+00,-1.563e+01,2
4389.01,CANDIDATE,16.336886300,1.6770000e-04,-1.6770000e-04,1.27,3.400e-01,-1.900e-01,1
4390.01,CANDIDATE,1.636682620,1.0510000e-05,-1.0510000e-05,103.99,3.636e+01,-4.847e+01,1
2744.02,CANDIDATE,11.615625000,1.5280000e-04,-1.5280000e-04,2.84,4.300e-01,-1.000e+00,2
2365.02,CONFIRMED,110.978266000,3.3330000e-03,-3.3330000e-03,1.86,3.100e-01,-3.800e-01,2
4183.01,FALSE POSITIVE,0.952378454,5.9510000e-06,-5.9510000e-06,1.46,4.300e-01,-2.500e-01,1
4184.01,CONFIRMED,6.080037140,1.6680000e-05,-1.6680000e-05,1.07,9.000e-02,-1.200e-01,1
4185.01,CONFIRMED,3.035206175,5.1700000e-06,-5.1700000e-06,3.59,8.000e-01,-3.700e-01,1
7660.01,FALSE POSITIVE,358.968440000,2.9220000e-02,-2.9220000e-02,2.70,7.000e-01,-3.000e-01,1
4186.01,FALSE POSITIVE,2.213164370,1.3860000e-05,-1.3860000e-05,0.95,1.800e-01,-1.200e-01,1
4253.01,CANDIDATE,173.257837200,8.1670000e-04,-8.1670000e-04,117.29,7.268e+01,-1.322e+01,1
4254.01,FALSE POSITIVE,0.530967987,1.9210000e-06,-1.9210000e-06,1.08,3.100e-01,-2.000e-01,1
4255.01,CONFIRMED,6.305583870,6.5360000e-05,-6.5360000e-05,2.52,1.360e+00,-1.360e+00,1
4256.01,FALSE POSITIVE,4.205860800,1.4920000e-04,-1.4920000e-04,1.14,3.000e-01,-1.000e-01,1
4257.01,CANDIDATE,41.675750900,5.9930000e-04,-5.9930000e-04,2.10,5.100e-01,-9.500e-01,1
4323.01,CANDIDATE,11.495895670,7.2450000e-05,-7.2450000e-05,1.59,4.600e-01,-4.200e-01,2
4324.01,FALSE POSITIVE,8.480332600,1.7240000e-04,-1.7240000e-04,1.35,2.600e-01,-4.600e-01,1
4325.01,CANDIDATE,0.609926502,2.4370000e-06,-2.4370000e-06,1.12,3.700e-01,-1.200e-01,1
4326.01,FALSE POSITIVE,0.750744255,9.9500000e-07,-9.9500000e-07,17.07,5.560e+00,-1.480e+00,1
4327.01,CONFIRMED,0.991659646,7.9460000e-06,-7.9460000e-06,1.19,2.000e-01,-1.300e-01,1
7670.01,CANDIDATE,8.479526600,3.5400000e-04,-3.5400000e-04,1.18,3.300e-01,-1.100e-01,1
4391.01,CANDIDATE,49.474696600,9.8150000e-04,-9.8150000e-04,1.62,4.600e-01,-2.000e-01,1
4392.01,FALSE POSITIVE,118.609553000,7.1730000e-03,-7.1730000e-03,2.86,2.600e-01,-2.800e-01,1
4393.01,CANDIDATE,1.628882670,9.3750000e-06,-9.3750000e-06,0.92,1.900e-01,-8.000e-02,1
4394.01,FALSE POSITIVE,0.616386349,1.1040000e-06,-1.1040000e-06,2.94,6.400e-01,-1.180e+00,1
4395.01,CANDIDATE,1.920062587,8.5160000e-06,-8.5160000e-06,1.12,1.600e-01,-9.000e-02,1
